п/п,№,ФИО,ВУЗ/ филиал,ВУЗ/ филиал,Код направления,Группа ООП 2023-2024,Программа ЦК,Группа ЦК,
863,8,6539320ba04fb531ff865d22,ВА МВД,подготовки следователей,40.05.01 Правовое обеспечение национальной безопасности,301,СУБД,СУБД-1,
864,128,653958ffa04fb531ff8661ea,ВолгГТУ,ФЭВТ,12.03.01 Приборостроение,ИИТ-273,РВП,РВП-3,
865,964,6537d473c2f29c6ab8f7c484,ВолгГТУ,ФТИСиТБ ИАиС,20.05.01 Пожарная безопасность,Пб-1-20,ППСА,ППСА-7,
866,1156,6537e4dfc2f29c6ab8f7c7eb,ВолгГТУ,ХТФ,"18.04.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",ХМАМ-1п,ПиР_1С,ПИР-8,
867,1163,6537d479c2f29c6ab8f7c486,ВолгГТУ,ФТИСиТБ ИАиС,23.03.01 Технология транспортных объектов,КБТ-1-20,ППСА,ППСА-11,
868,549,6537e4e4c2f29c6ab8f7c7ec,ВолгГТУ,ФЭУ,38.03.02 Менеджмент,ЭММ-354,ПиР_1С,ПИР-4,
869,704,6538ee3ea04fb531ff864b9e,ВолгГТУ,ФАСТиВ,27.03.04 Управление в технических системах,АДП-222,СИИ,СИИ-14,
870,1023,65395903a04fb531ff8661eb,ВолгГТУ,ФЭВТ,03.03.02 Физика,Ф-369,РВП,РВП-9,
871,80,6538fa37a04fb531ff86506e,ВолгГТУ,ФТКМ,22.04.02 Металлургия,ММА-21п,ППЦП,ППЦП-8,
872,642,6538fa3ca04fb531ff865070,ВолгГТУ,ФТКМ,22.04.02 Металлургия,ТМ-2Н,ППЦП,ППЦП-7,
873,12,6538fa41a04fb531ff865072,ВолгГМУ,специалитет,31.05.01 Лечебное дело,301,ППЦП,ППЦП-11,
874,867,653a566131e2da38f4e258ba,ВолгГТУ,ФАСТиВ,27.03.04 Управление в технических системах,УТС-220,РИС_1С,РИС-4,
875,533,6538ee42a04fb531ff864ba1,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-462,СИИ,СИИ-6,
876,422,6541f9739c1990ec63a54d45,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-461,РИС_1С,РИС-3,
877,1209,6537d47ec2f29c6ab8f7c489,ВолгГТУ,ФСиЖКХ ИАиС,15.03.02 Технологические машины и оборудование,МНС-1-21,ППСА,ППСА-11,
878,1210,6537d483c2f29c6ab8f7c48b,ВолгГТУ,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-1-20,ППСА,ППСА-10,
879,869,6538ee47a04fb531ff864ba3,ИАиС,ФЭУ,09.03.03 Прикладная информатика,ЭП-462,СИИ,СИИ-6,
880,1032,6537d488c2f29c6ab8f7c48d,ВПИ,ФЭИ ВПИ,38.04.01  Экономика ,ВЭМ-1,ППСА,ППСА-4,
881,9,65395908a04fb531ff8661ec,ВГСПУ,,44.03.01 Педагогическое образование,ЧАБ-312,РВП,РВП-6,
882,896,6538fa45a04fb531ff865074,ВолгГТУ,ФАСТиВ,15.03.04 Автоматизация технологических процессов и производств,АТП-321,ППЦП,ППЦП-4,
883,14,6538fa4aa04fb531ff865076,ВолгГМУ,лечебный факультет,31.05.01 Лечебное дело,306,ППЦП,ППЦП-11,
884,1037,6539590da04fb531ff8661ee,ВПИ,ФЭИ ВПИ,38.03.01 Экономика,ВЭ-211,РВП,РВП-5,
885,1118,6537d48dc2f29c6ab8f7c490,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,МНС-1-21,ППСА,ППСА-2,
887,37,6537e4e9c2f29c6ab8f7c7ee,ВА МВД,подготовки экспертов-криминалистов и оперативных сотрудников полиции (ФПЭК и ОСП),40.05.03 Судебная экспертиза,321,ПиР_1С,ПИР-10,
888,1056,65395911a04fb531ff8661f0,ВПИ,ХТФ,18.03.01 Химическая технология,ХТ-243,РВП,РВП-1,
889,19,6538fa4fa04fb531ff865079,ВолгГМУ,лечебный факультет,31.05.01 Лечебное дело,419,ППЦП,ППЦП-11,
890,800,6538ee4ca04fb531ff864ba6,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-22,СИИ,СИИ-13,
891,1036,65395916a04fb531ff8661f2,ВПИ,ФЭИ ВПИ,38.03.01 Экономика,ВЭ-211,РВП,РВП-5,
892,467,6537e4edc2f29c6ab8f7c7ef,ВолгГТУ,ФТКМ,22.03.01 Материаловедение и технологии материалов,МВ-331,ПиР_1С,ПИР-4,
893,172,6538fa54a04fb531ff86507b,ВПИ,ФАМ ВПИ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",ВТМ-322,ППЦП,ППЦП-1,
894,326,653bdd1ae189abe05fdf81fb,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-261,СИИ,СИИ-4,
895,734,6538fa59a04fb531ff86507c,ВолгГТУ,ФТКМ,22.04.02 Металлургия,ЛПМ-2н,ППЦП,ППЦП-7,
896,44,6538ee51a04fb531ff864bab,ВолгГТУ,ФЭВТ,09.03.01 Информатика и вычислительная техника,ИВТ-465,СИИ,СИИ-8,
897,1059,6537e4f2c2f29c6ab8f7c7f2,ВолгГТУ,ФТКМ,22.03.02 Металлургия,М-333,ПиР_1С,ПИР-10,
898,243,6537e4f7c2f29c6ab8f7c7f3,ВолгГТУ,ФАТ,23.03.03 Эксплуатация транспортно- технологических машин и комплексов,АТ-412,ПиР_1С,ПИР-9,
899,245,6537e4fcc2f29c6ab8f7c7f4,ВолгГТУ,ФАТ,23.04.01 Технология транспортных процессов,АП-1н,ПиР_1С,ПИР-1,
900,709,65393210a04fb531ff865d23,ВолгГТУ,ФЭУ,38.03.01 Экономика,Э-256,СУБД,СУБД-7,
901,310,6537e502c2f29c6ab8f7c7f5,ИАиС,ФТИСиТБ ИАиС,20.03.01 Техносферная безопастность,ТБ-2-20,ПиР_1С,ПИР-7,
902,622,6539591ba04fb531ff8661f3,ВПИ,ФАМ ВПИ,15.04.05 Конструкторско-технологическое обеспечение машиностроительных производств,ВТО-1,РВП,РВП-7,
903,965,6537d497c2f29c6ab8f7c494,ВолгГТУ,ФТИСиТБ ИАиС,08.03.01 Строительство,ТГВ-1-21,ППСА,ППСА-6,
904,1211,6537d49cc2f29c6ab8f7c496,ВолгГТУ,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-1-20,ППСА,ППСА-11,
905,842,6538ee56a04fb531ff864bae,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-2-21,СИИ,СИИ-11,
906,7,65393216a04fb531ff865d24,ВА МВД,подготовки следователей,40.05.01 Правовое обеспечение национальной безопасности,302,СУБД,СУБД-1,
907,110,65395920a04fb531ff8661f4,ВолгГТУ,ХТФ,18.03.01 Химическая технология,ХТ-241,РВП,РВП-1,
908,1212,6537d4a1c2f29c6ab8f7c498,ВолгГТУ,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-1-20,ППСА,ППСА-11,
909,451,65395925a04fb531ff8661f6,ВолгГТУ,ФТПП,19.03.03 Продукты питания животного происхождения,ПП-352,РВП,РВП-4,
910,966,6537d4a7c2f29c6ab8f7c49a,ВолгГТУ,ФТИСиТБ ИАиС,20.03.01 Техносферная безопастность,ТБ-2-21,ППСА,ППСА-6,
911,677,6538ee5ba04fb531ff864bb1,ВолгГТУ,ФЭУ,38.03.05 Бизнес-информатика,БИ-263,СИИ,СИИ-4,
912,5,6537b39fc2f29c6ab8f7bcad,ВолГАУ,,09.03.03 Прикладная информатика,ЭМФобПИ221,СИИ,СИИ-8,
913,488,6538ee64a04fb531ff864bb3,КТИ,КТИ,09.03.01 Информатика и вычислительная техника,КВТ-211,СИИ,СИИ-9,
914,439,6538fa5ea04fb531ff86507e,ВолгГТУ,ФТКМ,15.03.01 Машиностроение,МС-229,ППЦП,ППЦП-3,
915,1030,6537d4acc2f29c6ab8f7c49c,ВПИ,ФАМ ВПИ,08.03.01 Строительство,ВСТ-323,ППСА,ППСА-4,
916,1213,6537d4b2c2f29c6ab8f7c49e,ВолгГТУ,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-4-20,ППСА,ППСА-10,
917,901,6538fa63a04fb531ff865080,ВолгГТУ,ФТКМ,15.03.01 Машиностроение,МС-228,ППЦП,ППЦП-3,
918,272,6538ee69a04fb531ff864bb7,ВолгГТУ,ФАСТиВ,27.03.04 Управление в технических системах,АДП-222,СИИ,СИИ-14,
919,752,6540b4688d4312cf6ca30a98,ВолгГТУ,ФАСТИВ ,27.03.04 Управление в технических системах,МИР-322,РИС_1С,РИС-4,
920,827,653d4ef34f415b783ef5c1b4,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-21,РИС_1С,РИС-3,
921,10,6537e507c2f29c6ab8f7c7f7,ВолГАУ,ЭЭФ,Электрооборудования и электрохозяйство предприятия,ЭЭФобАИ201,ПиР_1С,ПИР-6,
922,916,6538ee6da04fb531ff864bb9,ВолгГТУ,ФАСТиВ,27.03.04 Управление в технических системах,УТС-320,СИИ,СИИ-14,
923,517,6538fa68a04fb531ff865084,ВПИ,ФЭИ ВПИ,18.03.01 Химическая технология,ВХТ-401,ППЦП,ППЦП-1,
924,27,6538ee71a04fb531ff864bbd,ВолгГТУ,ФЭВТ,09.03.01 Информатика и вычислительная техника,ИВТ-261,СИИ,СИИ-1,
925,602,6538fa6da04fb531ff865087,ВолгГТУ,ФТКМ,22.04.01 Материаловедение и технологии материалов,МВ-2Н,ППЦП,ППЦП-7,
926,967,6537d4b6c2f29c6ab8f7c4a0,ВолгГТУ,ФТИСиТБ ИАиС,20.03.01 Техносферная безопастность,ТБ-2-21,ППСА,ППСА-6,
927,649,6539321ba04fb531ff865d25,ВолгГТУ,ФАТ,23.05.01 Наземные транспортно-технологические средства,АТС-311,СУБД,СУБД-3,
928,101,6538fa72a04fb531ff865089,ВолгГМУ,,31.05.01 Лечебное дело,501,ППЦП,ППЦП-10,
929,744,6537e50cc2f29c6ab8f7c7f8,ВолгГТУ,ФТКМ,15.03.01 Машиностроение,МС-228,ПИР_1С,ПИР-3,
930,271,6537e511c2f29c6ab8f7c7f9,ВолгГТУ,ФАТ,23.03.01 Технология транспортных процессов,АТ-314,ПиР_1С,ПИР-1,
931,922,6539592aa04fb531ff8661f8,ВолгГТУ,ХТФ,"18.04.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",ХМАМ-1п,РВП,РВП-3,
932,215,6537e515c2f29c6ab8f7c7fb,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭФК-459,ПиР_1С,ПИР-1,
933,1114,6537d4bcc2f29c6ab8f7c4a4,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-3-20,ППСА,ППСА-5,
934,34,6538ee76a04fb531ff864bc0,ВолгГТУ,ФЭВТ,09.03.01 Информатика и вычислительная техника,ИВТ-262,СИИ,СИИ-1,
935,619,6538ee7ca04fb531ff864bc3,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-361,СИИ,СИИ-7,
936,198,6539321fa04fb531ff865d27,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭФК-359,СУБД,СУБД-4,
937,6,6538fa77a04fb531ff86508b,ВолгГМУ,лечебное дело,31.05.01 Лечебное дело,22,ППЦП,ППЦП-11,
938,55,6538ee80a04fb531ff864bc5,ВПИ,ФЭИ ВПИ,09.03.01 Информатика и вычислительная техника,ВВТ-206,СИИ,СИИ-3,
939,703,6538ee85a04fb531ff864bc8,ВолгГТУ,ФАСТиВ,27.03.04 Управление в технических системах,АДП-222,СИИ,СИИ-14,
940,697,65393224a04fb531ff865d29,ВолгГТУ,ФЭУ,38.03.01 Экономика,Э-256,СУБД,СУБД-7,
941,35,6537e51bc2f29c6ab8f7c7fe,ВолГАУ,,Магистратура,БВМомЗОО222,ПиР_1С,ПИР-11,
942,968,6537d4c0c2f29c6ab8f7c4a6,ВолгГТУ,ФТИСиТБ ИАиС,20.03.01 Техносферная безопастность,ТБ-2-21,ППСА,ППСА-6,
943,886,65393229a04fb531ff865d2a,ВолгГТУ,ФЭУ,38.03.01 Экономика,ЭПР-458,СУБД,СУБД-6,
944,732,6539322ea04fb531ff865d2c,ВолгГТУ,ФЭУ,38.03.01 Экономика,Э-256,СУБД,СУБД-7,
945,345,6537d4c6c2f29c6ab8f7c4a8,ИАиС,ФСиЖКХ ИАиС,08.04.01 Строительство,СМ-1-22,ППСА,ППСА-2,
946,192,653ea4de069ffdd0f6a777a0,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-261,РИС_1С,РИС-2,
947,1009,6538ee8aa04fb531ff864bcd,ВолгГТУ,ФЭВТ,09.03.01 Информатика и вычислительная техника,ИВТ-260,СИИ,СИИ-5,
948,470,653d2575eb88958547ae10a1,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-362,РИС_1С,РИС-2,
949,788,6538ee8fa04fb531ff864bce,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-361,СИИ,СИИ-7,
950,882,6538ee94a04fb531ff864bd0,ВолгГТУ,ФАСТиВ,27.03.04 Управление в технических системах,АДП-222,СИИ,СИИ-14,
951,475,6541f9909c1990ec63a54d48,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-362,РИС_1С,РИС-2,
952,489,6538ee99a04fb531ff864bd3,КТИ,КТИ,09.03.01 Информатика и вычислительная техника,КВТ-211,СИИ,СИИ-9,
953,1132,6537d4cbc2f29c6ab8f7c4aa,ИАиС,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-4-22,ППСА,ППСА-8,
954,986,6537d4d0c2f29c6ab8f7c4ac,ВолгГТУ,ФТИСиТБ ИАиС,08.03.01 Строительство,АД-1-22,ППСА,ППСА-1,
955,1094,6538fa7ca04fb531ff86508d,ВПИ,ФАМ ВПИ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",ВТМ-221,ППЦП,ППЦП-1,
956,919,6538ee9da04fb531ff864bd5,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-261,СИИ,СИИ-4,
957,12,6537e520c2f29c6ab8f7c7ff,ВолГАУ,Электроэнергетический,,ЭЭФобАИ212,ПиР_1С,ПИР-6,
958,852,6538eea2a04fb531ff864bd7,ИАиС,ФАГР ИАиС,09.03.02 Информационные системы и технологии,ИСТ-1-20,СИИ,СИИ-12,
959,79,6538fa80a04fb531ff865091,ВолгГТУ,ФТКМ,22.04.02 Металлургия,ММА-21п,ППЦП,ППЦП-8,
960,1,6539592fa04fb531ff8661f9,ВГСПУ,,44.03.01 Педагогическое образование,ЕН-БГБ-51,РВП,РВП-6,
961,259,6537d4d5c2f29c6ab8f7c4ae,ВолгГТУ,ФСиЖКХ ИАиС,08.03.01 Строительство,ПГС-4-20,ППСА,ППСА-5,
962,78,6537e525c2f29c6ab8f7c801,ВолгГМУ,фармацевтический,33.05.01 Фармация,301,ПиР_1С,ПИР-10,
963,1007,6538eea7a04fb531ff864bd9,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-261,СИИ,СИИ-4,
964,224,6537e52ac2f29c6ab8f7c802,ВолгГТУ,ХТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",РХТ-348,ПиР_1С,ПИР-5,
965,572,653ffc8d8d4312cf6ca30293,ВолгГТУ,ФЭУ,09.03.03 Прикладная информатика,ЭП-462,СУБД,СИИ-6,
966,3,6538fa85a04fb531ff865094,ВолгГМУ,стомотологический,31.05.03 Стоматология,303,ППЦП,ППЦП-11,
967,969,6537d4dac2f29c6ab8f7c4b1,ВолгГТУ,ФТИСиТБ ИАиС,20.03.01 Техносферная безопастность,ТБ-1-20,ППСА,ППСА-5,
968,398,65395934a04fb531ff8661fa,ВолгГТУ,ХТФ,"18.03.02 Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",РХТ-248,РВП,РВП-1,
